rewardsSnapshot0,rewardsSnapshot1,rewardsSnapshot2
"[  47.94765471   -4.67733911  645.67108151  478.86064076  133.67447408
  156.91609864 -180.02931796  -31.19734993  413.54263134  -56.67822658
  133.67447408  156.91609864  156.91609864  345.22884856  478.86064076
  598.11920994  586.64521496  511.48388073 -228.70982148]","[ 759.50911392  342.77199223   41.6930142   372.891876    306.71425374
  802.69880191  305.95755127  551.13464867  368.61563846  432.21356218
  894.48844944  571.18341163  551.13464867   41.6930142   306.71425374
  802.69880191  893.46218314   74.38961102  731.52771066]","[  163.22614157  1191.76905601   539.61399826   398.97761909   319.8937336
   -19.36497052    76.31974062   -65.78960887   -28.23211465  1154.64234636
   798.07039328   866.68031105   190.19431005   343.26947101   283.210479
   470.24628165   436.79476269    82.23544658   158.07075882]"
"[  400.02720259   272.41225373   371.4441987    760.97444028   760.97444028
   483.19738441   300.16221268   486.18561804   794.24479287   182.02275485
   371.4441987    760.97444028   135.41734396   155.95375024   486.18561804
  1019.55030659   566.34908148   657.20579692   494.61249717]","[ 572.80559535   -5.07760443  600.51650878  789.53969616  529.06288057
  820.01653778  552.92493287  671.77601927  671.71688504  854.54755125
  712.64516795  779.86457645  671.77601927  712.64516795  600.51650878
  789.53969616  745.85919116  -74.42332366  377.08276217]","[ 1022.25132828   941.0151454    933.97585792   680.64372871  1006.23015122
   944.65418511    11.43974013    54.15705881    46.73653823   137.31454117
   -13.60545077   504.79247794  1023.65910484   142.29842593   263.98031034
   657.06616191   114.08201281   921.74545472   494.14714341]"
"[ 679.96523762 -121.55748522  889.42014838  914.71736208  755.18791445
  264.87493084  889.42014838  914.71736208  755.18791445  264.87493084
  300.60775667  216.26513708  312.04364566  -95.43420857  110.84295449
  725.95232675  949.93136093   31.28216512  708.02313394]","[ 221.19421343  710.57531399  680.60460741  758.76471941  644.01877663
  611.3605293   680.60460741  758.76471941  464.37917499  647.84054045
  819.54693115  769.13400213  800.48754343  815.96956253  750.62914506
  800.48754343   84.99291155  827.07797073  815.96956253]","[ 1042.74898186   -21.8624549   1019.81034054  1359.87343513    -5.63187681
   -19.26176415   161.76045454    74.37827684   239.02975312    49.72189663
    87.95679909    35.21932698  -205.25597872   724.30456321   456.51205502
   640.13937942  1355.56293652  1012.36360313     2.22584709]"
"[-167.10460245  178.05525777  286.91651609  700.65630591  286.91651609
  700.65630591  656.67366511  331.96762032  694.56757956  656.67366511
 -222.39093041 -325.18879847  938.62708656 -193.4935464   471.79972553
  878.27872812 -187.32003412  331.96762032 -115.46980366]","[ 524.80563965  715.64852429  650.41551176  617.02312206  568.80565878
  433.76693799  802.75914552  798.71064821  559.10843796  559.10843796
  685.07474655  635.25419658  501.9053322   894.2772707   594.52336093
  524.80563965  715.64852429  559.10843796  685.07474655]","[  397.09143553    28.24218232   537.28301296   241.34909269   619.10350672
  1381.5099173   1000.67233088   396.66304675   898.43642701    62.24521464
  1152.56897418   -27.56124964  -145.62817165  1262.08911541   244.01176665
   369.27236163    -3.95983816     9.72677138    82.62085335]"
"[ 622.27514725 -199.75254377  493.33163214  435.73785953  493.33163214
  435.73785953  541.87830668  465.81583115 -221.33498706   58.04322171
   58.04322171  595.44395684  291.80200826  578.03663868  551.91253481
  855.16054995  475.1346694  -221.33498706  208.63779565]","[ 411.5001971   701.23000674  403.81283696  178.48132418  797.25087033
  636.65774158  273.90568658  569.83836411  690.96491912 -226.87828711
  569.83836411  797.25087033  852.81021904 -195.72900065  652.90321507
  653.36167772  466.31368271  569.83836411  690.96491912]","[  946.4095951     87.99691919   168.59843345   -12.27792537   853.2358741
  1005.05513449   423.33972798  1143.9871195    112.0558683    587.18253941
  1017.10636586   540.79842635   910.52509904    20.20280088   767.7172003
  1136.6467318   -149.92708315    28.79061293    90.79653945]"
"[ -221.87050879   900.39835199   373.41461469   186.78743042  -216.7339156
  -137.0170203      2.68521427   253.93287393   100.2565642      2.68521427
   373.41461469   186.78743042  1023.95454857   118.6728361   -162.33932526
    74.76416944   100.2565642    247.58542826   581.90313644]","[ 158.73245085  350.0246683   375.56645082  980.23755235  849.1699996
  599.99287786 -108.26883518  441.31087278  534.50689346  545.1535259
  350.0246683   661.01946056  890.18543551  534.50689346  901.39315434
  246.57657631  373.68072977  534.50689346  545.1535259 ]","[  879.55005739   610.71132596   -34.43536862   198.73703496   157.02907241
   -97.49004123   598.2823896    573.16324243     1.83149092   213.99071526
   895.45312027    30.70184108  1147.08977876   452.27934825   -46.711139
    68.34145226   330.67256764    43.43705102   840.65394021]"
"[ 912.35832789 -226.25169473  800.12600565 -302.32731945  775.88431054
  840.77144386 -289.95429617  285.65022626  480.13800273 -216.74202654
  766.53964677  337.08946442  614.94491435 -289.95429617  285.65022626
   82.74641278  -64.16797639  766.53964677  800.12600565]","[ 587.35514474  915.29381185  647.64845524  571.86683631  465.46147151
   -4.46984922 -281.89583653  765.48879844  571.86683631 -229.06998083
  830.22087844  830.22087844  790.51879195  571.86683631  465.46147151
  866.58747327  672.03923414  599.87069884  871.53910601]","[   63.45371465   483.2706685   1068.70330216    59.1410653    191.15739713
   516.36834788  1097.70294456   -54.35094032  1162.4777393    692.74161912
   290.61174743   -46.47523302   -80.99127677   891.13654814    24.23373684
    48.27868525   -90.7435361    136.11813264   -46.43135413]"
"[ -20.86954274  193.22364982 -229.56002469  496.72226346  100.34565101
  454.8890907   158.40115251  498.12682924  -20.86954274  193.22364982
  486.42972468  483.06327933  502.48256385 -138.60855515  301.98892104
  454.8890907   777.04522236  179.49464522  100.34565101]","[  766.58355875   529.64486106  1016.73676348   502.65835284   608.78850808
   917.7397206    740.83848291   463.84423008   803.98190121   573.53222557
   824.76703788   763.01303669  -268.96414422   824.76703788   824.76703788
   763.01303669   546.57838919   678.02096146   502.65835284]","[  612.52563043   103.8867571    417.29540717   252.01147805   464.78845099
    67.59504117  -128.64727904   141.45907331   608.14418752    23.90735426
  -135.96296198   828.96685538  1188.81504531   379.57782093    64.43469995
   -62.47314922   480.53398016    38.31418321  1218.02852213]"
"[ 459.65345531   56.58787998  227.09227583  518.19536941  459.65345531
   56.58787998  557.48110281 -102.51775078  408.4127623   557.48110281
  284.27892416  362.45864474  474.9340872   693.23635075  276.26863559
 -282.64053091  662.80197312 -218.66700583   64.86639568]","[  829.16147516   772.95522612   834.60077368   829.16147516   772.95522612
   622.99096094   686.09454017   127.74843629  -339.49290141   659.23363893
   630.49918526   656.14365532   982.87848328   606.77968432   658.23448201
  1161.78507047   635.26870381  1161.78507047   786.21337808]","[ -6.21757597e+01   3.43511637e+02   4.79643708e+02   3.24227367e+02
   4.27308770e+02  -2.44176865e-01  -4.68028758e+01   2.94644634e+01
   3.73653506e+02   2.03674125e+02   1.48634919e+02   5.93460464e+02
   5.57260487e+02   3.01115684e+02  -7.40891561e+01   5.98331562e+02
  -2.46544148e+00  -1.34577823e+02   5.88321721e+02]"
"[ 704.48336542  185.70300401  144.48997062  531.50010384  218.30474452
  982.82943748  525.03579358  486.74559347 -198.7198721    74.99367876
  563.34797789  519.15284165  435.40749095  272.07529302 -277.71592928
  641.54049771 -198.7198721   641.54049771  115.46201478]","[ -227.23921995   662.60342574   662.60342574   581.00468321   581.00468321
   -67.24431485  -156.0166706    750.85010293   917.31206871   543.10924473
   762.56922651   670.23892794   680.2985479    637.15553661   736.00741233
  1101.47824954   956.8177592    487.38166913   762.56922651]","[  114.69102344   -44.47039217   -55.86128815   -80.21292592   937.65757346
   424.82375326   160.22376918  1132.95345875   422.67065103   120.49753932
   262.35488451   704.6398729    326.66309314   -29.19591131   -94.47190242
   412.03731259   903.72663403   527.42950987  -176.22401412]"
"[  64.65826566  660.78828137   62.36365096 -108.95261267  846.95978838
  600.89269616  599.02915749   62.36365096  568.00086032  150.1405335
  492.31291826  746.40105357  -17.63858593 -173.2479108   293.38095085
 -140.63117212  289.68179181  660.78828137  918.73851948]","[ 896.81786335  580.42521352  240.59864628  797.71751613  853.53452406
    3.43828153  211.89791689  976.23781513 -125.47610545  614.1913179
  686.03285122  897.19165123  797.71751613  655.39955484  628.78178167
  722.61402566  871.3490524   781.22647988  240.59864628]","[ -106.93342992  -103.84652057   651.44531063    53.6405483     71.82673805
  -232.60748247   -45.69135334   575.72386757   606.15977569   871.83786132
    84.03735709  -151.52006942  1399.29372372    -1.49139537   305.53408056
    59.75630489     8.37883521   577.88854588   631.95938784]"
"[ 743.70719574  294.07316146  478.67187832 -202.15573483 -202.15573483
  883.14455928 -120.03002391  465.63844937 -172.55165929  -13.42251648
  582.34896724  527.29651609 -168.94820984 -206.97287316  326.25980616
  396.06097344  629.02867107  510.99160018 -212.74335509]","[ 774.0883545   568.4671969   768.19008353  696.7110462   730.60494369
  773.97531277  857.74693788  892.57289974  721.16247535  768.19008353
  909.11724011  657.78071222  637.82974368  352.2962921   398.52330973
  798.40627946  721.16247535  793.68337432  753.30770621]","[ -8.75950195e+01   5.41672458e+02   8.11510049e+02   1.48359564e+01
   3.09372959e+02  -3.12056786e+02   8.47581591e+02   6.82375336e+02
   1.60867693e+02   8.99614148e+00  -9.41806439e+01   3.12554127e+01
   5.98279653e+01  -2.60493467e-01   1.18370443e+03   7.87730732e+00
   2.03984113e+02  -1.63361762e+02   5.09264144e+02]"
"[  778.18845907   511.01723947  1084.37854511    41.8280587     81.46914141
   582.57449866   724.06712171   584.45767663   200.11294261  -235.0155486
   441.07483228   200.11294261   316.83201676  -154.61224019   470.27400924
   500.81165896  -169.27797737   252.58250318   422.15250841]","[  748.91957319  -436.48522649   849.45127853   747.56183638  -160.5619666
   748.91957319   860.05493669  -309.68676431   701.78738858  1116.84981326
   276.2586065    395.85476979    90.92507573   668.01454249   885.41316656
   725.6294051    813.33989975   668.01454249   725.6294051 ]","[  -23.70517266    77.70960105   170.15606699   622.25423387   271.13936741
   243.40783828    10.52985884    80.56039942   498.14505794    55.81252558
    86.96401952   248.81767108   328.48530966   290.94624998   811.33348079
  1211.07953379   -44.51143456  1250.92966874  -109.29897754]"
"[ -26.36506     618.58171447  420.29232287 -120.86006293   40.66450618
  332.05515722  388.8031858   531.04919929  499.6337279  -333.63130087
 -123.79674367  880.29399124  287.62181265  712.297842    387.41657149
  496.3424917   880.29399124  700.63147824  689.33348131]","[ 530.09610392  117.42691679  762.06669439  615.25725166  650.60776021
  630.09281195  727.88363964  600.59450901  638.00268115  602.11763269
  918.74260936  888.42929456  758.40118563  570.53175249  599.36026208
  701.13435213 -373.11433065  650.60776021  602.11763269]","[  539.51949119  1292.8265019     20.31631869   100.75864596   558.75345569
    37.33688579  -175.17816688    38.19183188  1337.36536134   116.39586507
   383.44552032   258.35377308   -85.43544441   -25.49904398   -66.0997115
   613.44239428   -43.72320446    50.70100804   618.25370405]"
"[  287.07355855   211.90268842   527.28925447  -117.0811913   -289.52912262
   449.0772487    211.90268842   807.70114255  1115.27529495   681.04743055
  -268.0459124    515.36690212   -89.18561717   571.44060327   792.26829797
  -149.11708542   631.54157789    28.85824694  -160.62495441]","[ 674.7816114   804.47232154  674.7816114   804.47232154  738.99099453
  578.08090856  599.07755686  867.00883762  802.18405632  528.68913653
  995.94445586  682.7944989   844.43694286  743.6048253   713.45993138
  713.45993138  759.99296397  625.4602829   750.3899094 ]","[   68.52705975    43.35213934     6.57238138    14.89749749   804.59445997
   196.88036397   217.04452185  -218.69227564   228.44244338   232.89072726
  -209.32880272   397.862723    1243.9390368    404.76395151   -45.92323352
  1011.38785246   -51.89108015   365.11852218   227.22191097]"
"[ 832.29164298  120.16669663  189.56696082  327.9136725   766.8777173
   76.95336833   60.35037394  632.04936015  543.65423781  390.42122526
   76.95336833 -200.44645816   26.87181071  197.75649044  -91.79522363
  334.65810605  284.66091702 -262.34407619  439.02598607]","[ 444.93063695  515.03934283  359.33423368  605.96424446  813.93716836
  363.1562824   231.67031267  493.86066593   36.55479548  185.33515112
  363.1562824   544.25230492  703.58387336  889.85730015  681.8791275
  854.64015175  359.33423368  605.96424446 -102.60789601]","[ -167.16856917   410.75708965    -4.39374614    -9.54540406   197.09801485
  1095.18696544   -35.57134902   429.24411209    22.82645408   136.89050224
   887.96851691   -24.04578071   461.21761106  -152.61522493   -79.50056429
   274.67630751   -72.15953408    46.86588967   -21.98607999]"
"[  -2.23621501  944.63652584 -324.54147898  329.62631418 -109.7949345
  422.10212746  519.56904214   10.75922428  846.42788091  424.70251524
  206.93889563  354.27711369  -47.09011817  436.02558479  329.62631418
  475.11684023  504.35509812  415.40709689 -138.75358784]","[ 559.78354643  849.76334989  863.34323904  492.42828217  660.91125671
  834.81882957  518.96308829  659.69585993  774.0324313   537.99950918
  518.98903258  696.15590395  628.16602968  527.94682152  628.16602968
  527.94682152  752.59302873  537.99950918  663.48196501]","[  314.38415652   813.73301919    50.34701366   187.06379568   218.10792127
   -10.83321761     3.11856358   -39.00576972   -77.63263672   831.85947989
    55.6773655     55.80023137   343.47044066   403.08209991  1256.84798965
  -119.50175854   -77.8764677     19.49164481   119.9235826 ]"
"[-233.34906489 -409.61342052  350.1968827   376.40671888 -233.34906489
 -409.61342052  504.63313473  263.58044128 -268.83101865  328.18903974
  640.49919067  276.34238207  141.94561661  288.44038884  -18.03682966
  422.80486942   72.66003251   -6.38077347   55.70060046]","[ 684.96149876  614.63687255  768.08048127  759.72230114  277.64717124
  489.44715392  755.82755151  576.16987289  755.82755151  576.16987289
  695.26599489  759.72230114  447.65733957  742.61737252  713.54935148
  693.70853572  511.43137638  612.22023355  700.96962826]","[  137.90016219   -41.62233307   647.65045916   484.17348676   303.39510741
  1610.07157355    88.74830635    20.36694875    64.08880072   340.60114808
   558.07529946  1327.77702544   167.41829856   -56.38953219   249.72805031
   121.09524649  1233.27489349   771.65472763    32.05638946]"
