policyParams0,policyParams1,policyParams2,policyParams3,policyParams4,policyParams5,policyParams6,policyParams7,policyParams8,policyParams9
"[-0.00136276 -0.24714249  0.16596693 ...,  0.01036759  0.03094407
  0.03929836]","[ 0.11681555 -0.03282818 -0.07660214 ...,  0.13199494 -0.16251518
 -0.21275898]","[ 0.280857    0.19754845  0.0524283  ...,  0.03382285 -0.07495837
 -0.12274505]","[ 0.36536429  0.02219554 -0.35719087 ...,  0.0730543   0.10400337
  0.3874183 ]","[-0.12877033 -0.27836187 -0.09225843 ..., -0.09518649 -0.2160204
 -0.02958781]","[ 0.01504292 -0.28986242 -0.09731613 ...,  0.11973629 -0.0872477  -0.0594618 ]","[-0.12427116 -0.10628165  0.31662932 ..., -0.15059451  0.14703086
 -0.0367475 ]","[ 0.15697435  0.37213473  0.19662276 ..., -0.0166939  -0.11785097
  0.02386953]","[-0.21315002  0.31774986 -0.00404803 ...,  0.06012651 -0.11227485
 -0.09549042]","[ 0.04870005  0.12208026  0.15915112 ..., -0.15595646 -0.03264209
 -0.06432824]"
"[  2.10900599e-04  -2.45301106e-01   1.68028938e-01 ...,   1.18688389e-02
   3.37877967e-02   3.48397345e-02]","[ 0.11605582 -0.03838652 -0.07894574 ...,  0.13222144 -0.1620994
 -0.21507216]","[ 0.28696045  0.20034026  0.05233857 ...,  0.02991476 -0.07392223
 -0.12685992]","[ 0.36961136  0.02392413 -0.35808277 ...,  0.07131237  0.10240591
  0.38515385]","[-0.12368545 -0.27773813 -0.09389836 ..., -0.09211608 -0.21996599
 -0.03171714]","[ 0.01452342 -0.28775303 -0.09716993 ...,  0.11912833 -0.0866474
 -0.05563183]","[-0.12469301 -0.10712692  0.31626837 ..., -0.15244979  0.15148867
 -0.03665901]","[ 0.15759369  0.37254239  0.196644   ..., -0.0178879  -0.11912178
  0.02485767]","[-0.21662908  0.3163543  -0.00042247 ...,  0.0662151  -0.11058565
 -0.09779884]","[ 0.04799099  0.12425469  0.15812631 ..., -0.15811168 -0.03295535
 -0.06045651]"
"[ 0.00297233 -0.24168378  0.17122729 ...,  0.01419527  0.03427786
  0.02847463]","[ 0.11827146 -0.03796634 -0.07836204 ...,  0.12971304 -0.16293361
 -0.21807446]","[ 0.29143441  0.20390838  0.05111051 ...,  0.02665974 -0.07528067
 -0.12812944]","[ 0.37038458  0.02461621 -0.35950887 ...,  0.07144225  0.10020429
  0.38395121]","[-0.12308753 -0.27814372 -0.09352818 ..., -0.0882112  -0.22234646
 -0.03337181]","[ 0.01692929 -0.28753477 -0.09862824 ...,  0.1181307  -0.0887861  -0.0511152 ]","[-0.12480473 -0.10774163  0.316153   ..., -0.15546654  0.1541384
 -0.03653374]","[ 0.1558135   0.3735053   0.19854683 ..., -0.0200408  -0.12069115
  0.02357138]","[-0.21810611  0.31187831  0.00198873 ...,  0.06738635 -0.10669842
 -0.0991929 ]","[ 0.04822977  0.1271138   0.15689226 ..., -0.15911767 -0.034738   -0.05893946]"
"[ 0.00841255 -0.23733441  0.17892401 ...,  0.01532302  0.03392056
  0.02060506]","[ 0.12301067 -0.03226432 -0.07662273 ...,  0.12772843 -0.16222997
 -0.21951087]","[ 0.29501666  0.20531146  0.05096049 ...,  0.0232604  -0.07313638
 -0.13186952]","[ 0.37230222  0.02735437 -0.35727166 ...,  0.06888012  0.09936991
  0.38534826]","[-0.11678183 -0.274977   -0.08667702 ..., -0.09004577 -0.22322403
 -0.03418123]","[ 0.01723661 -0.28614223 -0.09914624 ...,  0.11825466 -0.08964526
 -0.0487086 ]","[-0.12523731 -0.10773447  0.31619256 ..., -0.16097013  0.15721067
 -0.0350792 ]","[ 0.15494073  0.37373183  0.19896554 ..., -0.02210065 -0.12259113
  0.02353701]","[-0.2208453   0.30734181  0.00412136 ...,  0.07077861 -0.10140007
 -0.10313725]","[ 0.04665132  0.12866994  0.15650367 ..., -0.16336642 -0.03613917
 -0.0594572 ]"
"[ 0.01238036 -0.23302547  0.18511226 ...,  0.01689399  0.03255848
  0.01490755]","[ 0.1242069  -0.03145205 -0.0763885  ...,  0.12955102 -0.16377782
 -0.22190687]","[ 0.29527577  0.20575737  0.05121583 ...,  0.02206218 -0.06923184
 -0.13577989]","[ 0.37098631  0.02791218 -0.35297234 ...,  0.06717497  0.10166276
  0.38709723]","[-0.10692682 -0.27013315 -0.08285055 ..., -0.091545   -0.22548497 -0.03367   ]","[ 0.01667335 -0.28413922 -0.09960231 ...,  0.11760933 -0.09148765
 -0.04629932]","[-0.12659809 -0.10524628  0.31322531 ..., -0.16940647  0.15738033
 -0.03303228]","[ 0.15620563  0.37339462  0.19758536 ..., -0.02162131 -0.12363873
  0.02184317]","[-0.22022906  0.30310165  0.00720351 ...,  0.07243193 -0.09565378
 -0.10384164]","[ 0.04979624  0.12988066  0.1563068  ..., -0.16354644 -0.03761111
 -0.05936519]"
"[ 0.01555071 -0.23078779  0.18817802 ...,  0.01817718  0.0324958
  0.00989045]","[ 0.12646601 -0.03151035 -0.07731498 ...,  0.13372108 -0.16469499
 -0.22683873]","[ 0.29690217  0.20401291  0.05263    ...,  0.02218801 -0.06633017
 -0.13718405]","[ 0.37158835  0.03060197 -0.35106105 ...,  0.06403319  0.10230188
  0.38837148]","[-0.09985862 -0.2654154  -0.08087794 ..., -0.09143555 -0.2255699
 -0.03390482]","[ 0.01397857 -0.28213913 -0.09982876 ...,  0.11857857 -0.09251376
 -0.04366145]","[-0.12590287 -0.10399809  0.31110211 ..., -0.17407558  0.15952829
 -0.02895558]","[ 0.15698709  0.37336406  0.1966141  ..., -0.02086547 -0.12331822
  0.01849305]","[-0.22111857  0.30003039  0.00858244 ...,  0.07493777 -0.08849773
 -0.09726402]","[ 0.05255685  0.12954423  0.15676668 ..., -0.163869   -0.04064988
 -0.05970656]"
"[ 0.01862656 -0.22840677  0.19063274 ...,  0.01682095  0.032177    0.00686567]","[ 0.1286523  -0.0323219  -0.07536295 ...,  0.13784803 -0.16519595 -0.229657  ]","[ 0.30223502  0.20467445  0.05255038 ...,  0.02403077 -0.06379321
 -0.13618649]","[ 0.37166831  0.03263446 -0.34969618 ...,  0.06072454  0.10083573
  0.3888506 ]","[-0.09724278 -0.26504737 -0.0811263  ..., -0.09005432 -0.22587664
 -0.03369363]","[ 0.0099736  -0.27989054 -0.10011105 ...,  0.11934802 -0.09427852
 -0.04111748]","[-0.12622916 -0.10279157  0.30924155 ..., -0.17837942  0.16269432
 -0.02729135]","[ 0.15790798  0.3732591   0.19558    ..., -0.01978335 -0.12273716
  0.01439758]","[-0.22289717  0.29645016  0.00773753 ...,  0.07632928 -0.0872014
 -0.09388876]","[ 0.05364106  0.12892232  0.1574015  ..., -0.16308634 -0.0438576
 -0.05823868]"
"[ 0.01805808 -0.2286104   0.18849034 ...,  0.01536468  0.03291681
  0.00790846]","[ 0.12970814 -0.03487854 -0.07568359 ...,  0.14246831 -0.16665021
 -0.23405185]","[ 0.30530352  0.2053805   0.05340869 ...,  0.0253524  -0.06183513
 -0.13865215]","[ 0.37273504  0.03323333 -0.34909903 ...,  0.05908536  0.10162983
  0.39217774]","[-0.09746423 -0.26505968 -0.07972832 ..., -0.09194754 -0.22812535
 -0.02927933]","[ 0.01031392 -0.27995908 -0.10102435 ...,  0.11902158 -0.09714176
 -0.04238401]","[-0.12663084 -0.10021389  0.3075885  ..., -0.18185329  0.16609547
 -0.0267198 ]","[ 0.15559036  0.37326075  0.19609665 ..., -0.01817545 -0.12065841
  0.01199452]","[-0.22607863  0.28933343  0.00659117 ...,  0.07653096 -0.08838431
 -0.09280995]","[ 0.05180559  0.1297107   0.15710534 ..., -0.16482127 -0.04354261
 -0.05631852]"
"[ 0.0205653  -0.22483964  0.18928186 ...,  0.01532215  0.03287299
  0.00861551]","[ 0.13287118 -0.03708573 -0.07543819 ...,  0.14740155 -0.16927452
 -0.23998445]","[ 0.30455402  0.20427778  0.05376699 ...,  0.02514191 -0.06166159
 -0.1420655 ]","[ 0.37469621  0.034114   -0.34863906 ...,  0.05899132  0.10182688
  0.39444613]","[-0.0991333  -0.26488807 -0.07947976 ..., -0.09267977 -0.22819648
 -0.02523323]","[ 0.00989718 -0.28014289 -0.10220193 ...,  0.1189136  -0.100437   -0.04163888]","[-0.12829592 -0.09566865  0.30423496 ..., -0.18596109  0.16797564 -0.02425   ]","[ 0.15435368  0.37394021  0.19642611 ..., -0.01713223 -0.11992691
  0.00836451]","[-0.22451029  0.28929007  0.00090267 ...,  0.07299377 -0.0930385
 -0.09627484]","[ 0.05148237  0.13228762  0.1559396  ..., -0.16445483 -0.04388203
 -0.05674249]"
"[ 0.02315623 -0.2225726   0.190517   ...,  0.01619512  0.03172408
  0.0097733 ]","[ 0.1345606  -0.03881898 -0.07587749 ...,  0.15062879 -0.16935583
 -0.24356685]","[ 0.31111131  0.20850615  0.05453812 ...,  0.02321637 -0.05975132
 -0.14698822]","[ 0.37524909  0.03317815 -0.34873449 ...,  0.06018192  0.09915276
  0.39531472]","[-0.09776441 -0.26305151 -0.07724643 ..., -0.09394708 -0.22873322
 -0.02324207]","[ 0.00897129 -0.27963007 -0.10267637 ...,  0.11867536 -0.10246916
 -0.04301425]","[-0.12877628 -0.09300046  0.30212699 ..., -0.1887812   0.16720786
 -0.02159327]","[ 0.15400587  0.37421443  0.19617514 ..., -0.01651106 -0.12072523
  0.00649517]","[-0.22522389  0.29281519 -0.00342901 ...,  0.07421835 -0.09587677
 -0.10158041]","[ 0.04880444  0.1349368   0.15476934 ..., -0.16751596 -0.0467307
 -0.05557916]"
"[ 0.02417597 -0.22131528  0.19061802 ...,  0.01699214  0.03006399
  0.00912027]","[ 0.13589653 -0.04063345 -0.07603197 ...,  0.15415071 -0.17102838
 -0.24609317]","[ 0.31510328  0.21145692  0.05327269 ...,  0.02377471 -0.05926515
 -0.14790052]","[ 0.37630887  0.03319435 -0.34802556 ...,  0.05799314  0.09659404
  0.39593846]","[-0.10065435 -0.26360611 -0.07791216 ..., -0.09332367 -0.22781608
 -0.02349417]","[ 0.00755263 -0.28023647 -0.10255517 ...,  0.12073171 -0.10492504
 -0.0415181 ]","[-0.12791628 -0.0927882   0.3019424  ..., -0.19114898  0.16605496
 -0.01996528]","[ 0.15619128  0.37413872  0.19352802 ..., -0.01415824 -0.11974343
  0.00771986]","[-0.22521336  0.29660727 -0.00689538 ...,  0.07703804 -0.09776334
 -0.10299601]","[ 0.04669863  0.13735444  0.15430944 ..., -0.17002004 -0.04777438
 -0.05545403]"
"[ 0.02479916 -0.22062722  0.18846711 ...,  0.01592212  0.0281826
  0.00823286]","[ 0.13862032 -0.03922657 -0.07643805 ...,  0.1554219  -0.17137878
 -0.25050929]","[ 0.31540614  0.21046851  0.05086014 ...,  0.02447771 -0.05890223
 -0.14954126]","[ 0.37995368  0.03624649 -0.35007454 ...,  0.05382773  0.09133512  0.394938  ]","[-0.10683169 -0.26579577 -0.07934948 ..., -0.09476897 -0.22739503
 -0.02409443]","[ 0.00690627 -0.28037051 -0.10237836 ...,  0.12265793 -0.10796693
 -0.04290124]","[-0.12896484 -0.0926552   0.30185439 ..., -0.19208176  0.16512314
 -0.01746624]","[ 0.15798618  0.3738587   0.19154515 ..., -0.01281391 -0.11929875
  0.00745176]","[-0.22584978  0.2993948  -0.0085108  ...,  0.07801877 -0.09725989
 -0.10279199]","[ 0.0463184   0.13786851  0.15511461 ..., -0.17187081 -0.04823617
 -0.05648373]"
"[ 0.02646821 -0.2190884   0.18835432 ...,  0.01373666  0.02694338
  0.00774605]","[ 0.14430483 -0.03590148 -0.07339125 ...,  0.15244558 -0.16866788
 -0.25042744]","[ 0.31402745  0.20551756  0.05098821 ...,  0.0248392  -0.05924332
 -0.15038796]","[ 0.38181774  0.03922164 -0.34949639 ...,  0.04995706  0.09111619
  0.39434919]","[-0.11434933 -0.26879926 -0.08293836 ..., -0.09354184 -0.22736284
 -0.02599558]","[ 0.00686975 -0.27965304 -0.1001868  ...,  0.12312826 -0.10869176
 -0.03976364]","[-0.12728193 -0.09697749  0.30525163 ..., -0.19046134  0.1661072  -0.014577  ]","[ 0.15993544  0.37373836  0.18936121 ..., -0.01034048 -0.12137404
  0.0066646 ]","[-0.22584382  0.30477592 -0.01145919 ...,  0.07948733 -0.0956081
 -0.10154186]","[ 0.04561528  0.14011252  0.15527778 ..., -0.17373857 -0.05008677
 -0.05583791]"
"[ 0.02757598 -0.21947536  0.18855932 ...,  0.0113512   0.02690204
  0.00678681]","[ 0.15100377 -0.03103569 -0.07065602 ...,  0.15280618 -0.16902113
 -0.25369641]","[ 0.31246603  0.20470006  0.05092963 ...,  0.02458532 -0.06143321
 -0.14950508]","[ 0.38530194  0.04004269 -0.3503175  ...,  0.04668755  0.09414778
  0.39254705]","[-0.11915904 -0.27137335 -0.08549001 ..., -0.09442867 -0.22709837
 -0.02649092]","[ 0.00887215 -0.28010401 -0.09955163 ...,  0.12207448 -0.10851359
 -0.03882162]","[-0.12467144 -0.09777903  0.30866004 ..., -0.19008095  0.16517945
 -0.01258649]","[ 0.16461042  0.37387038  0.18579426 ..., -0.0064383  -0.12594744
  0.00613084]","[-0.22652464  0.30763241 -0.01546941 ...,  0.0859666  -0.09357427
 -0.10153173]","[ 0.04378986  0.14109237  0.15574972 ..., -0.1764019  -0.05059422
 -0.0568474 ]"
"[ 0.02565407 -0.22001482  0.18481873 ...,  0.00624525  0.0284656
  0.00257232]","[ 0.15491032 -0.02922025 -0.06819804 ...,  0.15311466 -0.16798924
 -0.25631894]","[ 0.31331462  0.20305983  0.0508349  ...,  0.02397745 -0.06249428
 -0.14927542]","[ 0.38860193  0.03939097 -0.35153627 ...,  0.04387267  0.09614579
  0.38894186]","[-0.12227292 -0.27209857 -0.08823613 ..., -0.09165767 -0.22486728
 -0.02526822]","[ 0.00978214 -0.28064687 -0.10056496 ...,  0.12159169 -0.10654672
 -0.03922966]","[-0.12380973 -0.09763401  0.31006958 ..., -0.19112627  0.16715524
 -0.01083249]","[ 0.16596698  0.37364386  0.18401602 ..., -0.00429402 -0.13039793
  0.00382017]","[-0.22762254  0.30917572 -0.01958379 ...,  0.08934495 -0.09561212
 -0.10205838]","[ 0.04266786  0.14008636  0.15600569 ..., -0.17871514 -0.04993585
 -0.05845584]"
"[ 0.02530984 -0.21928098  0.183301   ...,  0.00132108  0.02747882
 -0.0038708 ]","[ 0.15346778 -0.02915755 -0.06880278 ...,  0.15559389 -0.16975309
 -0.25631741]","[ 0.31521448  0.20212031  0.05047326 ...,  0.02245361 -0.06599759
 -0.14750133]","[ 0.3926578   0.03895333 -0.35528249 ...,  0.04222915  0.09828899
  0.38842236]","[-0.12333746 -0.27148394 -0.08906072 ..., -0.08752477 -0.22606371
 -0.02628287]","[ 0.01142215 -0.28179974 -0.10075771 ...,  0.12006469 -0.10295354
 -0.04008621]","[-0.12336357 -0.09752779  0.31121402 ..., -0.19154091  0.1708956
 -0.00683407]","[ 0.1670479   0.37389894  0.18442395 ..., -0.00289701 -0.13266091
  0.00236476]","[-0.22908708  0.3057983  -0.0204767  ...,  0.09324002 -0.09515219
 -0.10230549]","[ 0.04460193  0.14113547  0.15563753 ..., -0.18155698 -0.05008891
 -0.05953535]"
"[ 0.02355001 -0.21898484  0.17960743 ..., -0.0048603   0.0250302
 -0.01182876]","[ 0.15590645 -0.02889598 -0.06729241 ...,  0.15664951 -0.17312477
 -0.25748636]","[ 0.31572331  0.20234481  0.05025308 ...,  0.02112512 -0.06985214
 -0.14898976]","[ 0.39631241  0.03817809 -0.35619757 ...,  0.04059968  0.09902938
  0.39048483]","[-0.12199565 -0.27000679 -0.08605965 ..., -0.08512888 -0.22758181
 -0.02930199]","[ 0.01261364 -0.28321774 -0.1023126  ...,  0.121866   -0.10055155
 -0.03924828]","[-0.12387194 -0.09714922  0.31109631 ..., -0.19155268  0.17520298
 -0.00558915]","[ 0.16821504  0.37375772  0.18368288 ..., -0.00106125 -0.13432408
  0.00375539]","[-0.23038967  0.30584752 -0.02244215 ...,  0.09556369 -0.09704818
 -0.10195506]","[ 0.04344157  0.14539146  0.15368247 ..., -0.18412103 -0.05190678
 -0.05912711]"
"[ 0.02106484 -0.21935845  0.17589524 ..., -0.01151803  0.02500631
 -0.01885872]","[ 0.15623437 -0.03204643 -0.06770749 ...,  0.15651869 -0.171398   -0.25799954]","[ 0.31644692  0.20377512  0.05010387 ...,  0.02093699 -0.07079928
 -0.15169846]","[ 0.39758891  0.03523781 -0.35514172 ...,  0.04176722  0.10222685
  0.39154637]","[-0.11701135 -0.26828685 -0.08514124 ..., -0.0832572  -0.2298028
 -0.03253671]","[ 0.01484836 -0.28449356 -0.10223307 ...,  0.1213835  -0.09657303
 -0.0380563 ]","[-0.12266106 -0.09699395  0.31208521 ..., -0.19273641  0.18053966
 -0.00512719]","[ 0.17067108  0.37337674  0.18174434 ...,  0.00147996 -0.13701973
  0.00289571]","[-0.22955076  0.30765955 -0.02642053 ...,  0.09445049 -0.09537407
 -0.10485244]","[ 0.04584162  0.14625186  0.15257326 ..., -0.18234918 -0.05429508
 -0.05974277]"
"[ 0.01689983 -0.22158602  0.17165136 ..., -0.01861913  0.0236421
 -0.02378878]","[ 0.15837867 -0.03098906 -0.06529259 ...,  0.15629052 -0.16848976
 -0.25932703]","[ 0.31959232  0.20551448  0.05037992 ...,  0.02095837 -0.07132777
 -0.15263127]","[ 0.4001435   0.03307483 -0.35229917 ...,  0.04189425  0.10279615
  0.39217486]","[-0.10979825 -0.26661632 -0.08792092 ..., -0.07860513 -0.22988699
 -0.03465908]","[ 0.01462694 -0.28514454 -0.10661275 ...,  0.12316636 -0.09271617
 -0.03709867]","[-0.11969882 -0.09937741  0.31324572 ..., -0.19375039  0.18151291
 -0.00357954]","[  1.71587635e-01   3.73621938e-01   1.81145630e-01 ...,   1.10665144e-03
  -1.39062482e-01  -1.55768671e-04]","[-0.22925257  0.30557404 -0.02794043 ...,  0.09233332 -0.08984586 -0.107729  ]","[ 0.04853285  0.14326879  0.15372896 ..., -0.18062222 -0.0533511
 -0.05748704]"
"[ 0.01633146 -0.22562941  0.17333725 ..., -0.02445339  0.02399278
 -0.03056915]","[ 0.1621484  -0.02764699 -0.06184014 ...,  0.1572223  -0.16648606
 -0.26043422]","[ 0.3218292   0.20622743  0.05034979 ...,  0.02060218 -0.07245189
 -0.15214915]","[ 0.40185487  0.0322743  -0.34803007 ...,  0.03954094  0.10108811
  0.39079533]","[-0.10179912 -0.26558588 -0.08914859 ..., -0.07410438 -0.22870308
 -0.0359347 ]","[ 0.01572145 -0.28387394 -0.10853334 ...,  0.12139208 -0.08874115
 -0.03473592]","[-0.11720577 -0.10205727  0.31356735 ..., -0.19529835  0.17982362
 -0.0006845 ]","[ 0.17415679  0.37375648  0.18059314 ...,  0.0003816  -0.14179653
 -0.00264806]","[-0.22917903  0.30548083 -0.0291493  ...,  0.09334609 -0.0858515
 -0.10880101]","[ 0.05017333  0.1421565   0.15427518 ..., -0.17579394 -0.05559319
 -0.05352993]"
"[ 0.01530401 -0.22817763  0.1716785  ..., -0.02649848  0.02334516
 -0.03615285]","[ 0.16178753 -0.03146463 -0.06017562 ...,  0.15719747 -0.16362026
 -0.26119402]","[ 0.32353809  0.20667609  0.05016679 ...,  0.02125577 -0.07302512
 -0.15106366]","[ 0.40426827  0.0343125  -0.34767651 ...,  0.03417298  0.10203655
  0.39078422]","[-0.09694425 -0.26360985 -0.08478638 ..., -0.07219408 -0.22870342
 -0.03517088]","[ 0.01652905 -0.28245286 -0.10988604 ...,  0.11920319 -0.08583969
 -0.03451996]","[-0.11310579 -0.10706152  0.31774289 ..., -0.19624476  0.18039749
  0.00574084]","[  1.74031369e-01   3.73491700e-01   1.81416709e-01 ...,  -1.52412656e-04
  -1.44878070e-01  -7.91372967e-03]","[-0.23138169  0.30278428 -0.02600878 ...,  0.09414069 -0.08276203 -0.107053  ]","[ 0.04795504  0.14340845  0.15443827 ..., -0.17355102 -0.05628415
 -0.05085041]"
"[ 0.01554315 -0.23287611  0.17281911 ..., -0.02699291  0.02248396
 -0.04167188]","[ 0.16010066 -0.03530802 -0.0587538  ...,  0.15642223 -0.16162977
 -0.26334582]","[ 0.32348092  0.20629322  0.04960468 ...,  0.02092032 -0.07399524
 -0.15033806]","[ 0.40676555  0.03483132 -0.34746147 ...,  0.02957945  0.10136111
  0.3898348 ]","[-0.10000775 -0.26447266 -0.08516642 ..., -0.06942317 -0.2307092
 -0.03281219]","[ 0.01888102 -0.28106284 -0.10879752 ...,  0.11607859 -0.08392007
 -0.0358587 ]","[-0.11086643 -0.1080992   0.3200807  ..., -0.19803769  0.17956295
  0.00971073]","[ 0.17358655  0.37369123  0.18271358 ..., -0.00361816 -0.14540371
 -0.01001266]","[-0.23388115  0.3054382  -0.02448632 ...,  0.0984868  -0.0796948
 -0.10862954]","[ 0.04800801  0.14394161  0.15334745 ..., -0.17104934 -0.05816478
 -0.05059682]"
"[ 0.01516492 -0.2341938   0.17151254 ..., -0.02686356  0.02033588
 -0.04411535]","[ 0.15955209 -0.03834913 -0.05768308 ...,  0.15602656 -0.16173982
 -0.2668924 ]","[ 0.32383419  0.20665913  0.04923716 ...,  0.02196272 -0.07516664
 -0.15009168]","[ 0.40390492  0.03036837 -0.344155   ...,  0.02898256  0.1020475
  0.38812882]","[-0.10399187 -0.26545713 -0.08345431 ..., -0.06812254 -0.23190783
 -0.02921266]","[ 0.02031815 -0.27999554 -0.10923333 ...,  0.11499321 -0.08351576
 -0.03838637]","[-0.11108626 -0.10618236  0.31896135 ..., -0.20163906  0.17669003
  0.01138196]","[ 0.17529195  0.37370741  0.18216966 ..., -0.0045929  -0.14584371
 -0.00992472]","[-0.23471551  0.31132264 -0.02436785 ...,  0.1024551  -0.07589506
 -0.10912079]","[ 0.05033817  0.14237869  0.15335421 ..., -0.16784103 -0.05800104
 -0.04938886]"
"[ 0.01384514 -0.23366185  0.16791753 ..., -0.0263978   0.01601301
 -0.04484459]","[ 0.15751976 -0.04074427 -0.05918657 ...,  0.15693297 -0.15947771
 -0.26746868]","[ 0.32159663  0.20524427  0.04914153 ...,  0.02323068 -0.07622985
 -0.15016667]","[ 0.40045132  0.02465062 -0.34039111 ...,  0.02808041  0.09966605
  0.38742895]","[-0.10588856 -0.26688793 -0.0831681  ..., -0.06514865 -0.23284278
 -0.02543077]","[ 0.02101798 -0.27796568 -0.10687998 ...,  0.11196348 -0.0807119
 -0.03749277]","[-0.11367181 -0.10252345  0.31549862 ..., -0.20667361  0.17519928
  0.0132279 ]","[ 0.17745009  0.37341891  0.18056894 ..., -0.00402281 -0.14646834
 -0.00965457]","[-0.23961395  0.31160452 -0.02111635 ...,  0.1045757  -0.07488082
 -0.11038497]","[ 0.0546427   0.14082325  0.15310797 ..., -0.1639707  -0.06238057
 -0.05205024]"
"[ 0.01273497 -0.23243638  0.16615211 ..., -0.0259626   0.0141466
 -0.04268849]","[ 0.15550826 -0.04252618 -0.06266496 ...,  0.15801313 -0.15843313
 -0.26764115]","[ 0.3209247   0.20444564  0.04905354 ...,  0.02365161 -0.0766682
 -0.15113373]","[ 0.39782261  0.019939   -0.33893904 ...,  0.02777277  0.09844776
  0.38861107]","[-0.10742862 -0.26800657 -0.08090491 ..., -0.06681368 -0.23437183
 -0.02365517]","[ 0.02159349 -0.27810093 -0.10741751 ...,  0.11048854 -0.07794949
 -0.03691973]","[-0.11510191 -0.09953886  0.31296763 ..., -0.21001726  0.17478765
  0.01476403]","[ 0.17809316  0.37319932  0.17950065 ..., -0.00332266 -0.14623622
 -0.00978824]","[-0.24110776  0.31188455 -0.02100205 ...,  0.10443898 -0.07460569
 -0.10786018]","[ 0.0549778   0.14131495  0.15352749 ..., -0.16432064 -0.06614784
 -0.05313458]"
"[ 0.01338606 -0.22955728  0.16567563 ..., -0.02579136  0.01476722
 -0.04125232]","[ 0.15262826 -0.04558073 -0.06582024 ...,  0.15741728 -0.15735037
 -0.26934429]","[ 0.31997562  0.20503043  0.04860358 ...,  0.02446147 -0.07630742
 -0.15217083]","[ 0.3990263   0.0183555  -0.34221771 ...,  0.02721774  0.09961379
  0.38906545]","[-0.10876445 -0.2697425  -0.08334591 ..., -0.0654709  -0.23429942
 -0.02278679]","[ 0.02127031 -0.27810901 -0.10661427 ...,  0.10743258 -0.07544885
 -0.03705945]","[-0.11418943 -0.09962708  0.31239156 ..., -0.21250649  0.17485246
  0.01527489]","[ 0.1805412   0.37248233  0.17676307 ..., -0.00167917 -0.1469194
 -0.01072912]","[-0.24024438  0.31440068 -0.02203028 ...,  0.10425373 -0.07448634
 -0.10468768]","[ 0.05416328  0.14066814  0.15515869 ..., -0.16450987 -0.06744557
 -0.05274975]"
"[ 0.01204391 -0.22710923  0.16355736 ..., -0.02822278  0.01641732
 -0.03888168]","[ 0.1527734  -0.05000287 -0.06524038 ...,  0.15392826 -0.15580458
 -0.26707079]","[ 0.32021563  0.20577764  0.04858438 ...,  0.02546979 -0.07639963
 -0.15319932]","[ 0.39894218  0.01690393 -0.34216178 ...,  0.02569224  0.10214648
  0.38624752]","[-0.11146012 -0.26955404 -0.07897446 ..., -0.06612191 -0.23560465
 -0.0245369 ]","[ 0.02204206 -0.28045966 -0.10688474 ...,  0.10699829 -0.07484896
 -0.03734282]","[-0.11109934 -0.10262636  0.31577116 ..., -0.2118372   0.17624863
  0.01691316]","[ 0.1809203   0.37191819  0.17602481 ...,  0.00039002 -0.14679521
 -0.01448093]","[-0.24053816  0.31398061 -0.0184285  ...,  0.1054599  -0.07692267
 -0.10640207]","[ 0.05436224  0.13964349  0.15602866 ..., -0.16545282 -0.07126365 -0.051728  ]"
