policyParams0,policyParams1,policyParams2,policyParams3,policyParams4,policyParams5,policyParams6,policyParams7,policyParams8,policyParams9
"[-0.01470789 -0.32417845  0.18368039 ...,  0.05600001 -0.067      -0.03399997]","[ 0.05189474  0.03156081 -0.08431222 ...,  0.08600001 -0.027       0.063     ]","[ 0.25108641  0.20153723  0.14007448 ..., -0.08        0.012      -0.125     ]","[ 0.32947113  0.00753673 -0.34759267 ...,  0.0045      0.0105      0.08749999]","[-0.10201168 -0.21595642 -0.02753547 ...,  0.03300001 -0.029      -0.176     ]","[ 0.06700436 -0.37257945 -0.07600996 ..., -0.02900002 -0.003       0.06500002]","[-0.03246849  0.00703571  0.29960515 ...,  0.022      -0.014      -0.17      ]","[ 0.09982041  0.35171616  0.20518864 ...,  0.0775      0.0525     -0.1245    ]","[-0.23504404  0.23831445  0.03656373 ...,  0.04000001 -0.042       0.013     ]","[ 0.07916291  0.10404302  0.06598901 ..., -0.033      -0.035       0.018     ]"
"[-0.01170789 -0.32317845  0.17968039 ...,  0.05500001 -0.066      -0.03399997]","[ 0.05039474  0.03006081 -0.08581222 ...,  0.08450001 -0.0265      0.0625    ]","[ 0.25158641  0.20103723  0.14057448 ..., -0.0795      0.0115     -0.1255    ]","[ 0.32697113  0.00903673 -0.34609267 ...,  0.005       0.013       0.08899999]","[-0.10001168 -0.21395642 -0.02753547 ...,  0.03300001 -0.03       -0.176     ]","[ 0.06650436 -0.37207945 -0.07650996 ..., -0.03050002 -0.0035      0.06550002]","[-0.03246849  0.01103571  0.30060515 ...,  0.02       -0.014      -0.169     ]","[ 0.09732041  0.35121616  0.20768864 ...,  0.079       0.052      -0.126     ]","[-0.23404404  0.23731445  0.03756373 ...,  0.04100001 -0.042       0.012     ]","[ 0.08066291  0.10454302  0.06648901 ..., -0.0315     -0.0325      0.0215    ]"
"[-0.00770789 -0.32217845  0.17568039 ...,  0.05500001 -0.067      -0.03499997]","[ 0.05189474  0.03356081 -0.08331222 ...,  0.08300001 -0.026       0.064     ]","[ 0.24708641  0.20053724  0.14007448 ..., -0.075       0.016      -0.13      ]","[ 0.32597113  0.00903673 -0.34409267 ...,  0.007       0.015       0.09099999]","[-0.09951168 -0.21245642 -0.02803547 ...,  0.03250001 -0.0315     -0.1735    ]","[ 0.06900436 -0.37157944 -0.07900996 ..., -0.03200002 -0.005       0.06300002]","[-0.03246849  0.01303571  0.30260515 ...,  0.019      -0.013      -0.168     ]","[ 0.09432041  0.34721616  0.20968864 ...,  0.08        0.055      -0.128     ]","[-0.23204404  0.24031445  0.03456373 ...,  0.03700001 -0.04        0.013     ]","[ 0.08116291  0.10404302  0.06598901 ..., -0.029      -0.035       0.024     ]"
"[-0.00820789 -0.32267845  0.17418039 ...,  0.05450001 -0.0675     -0.03549997]","[ 0.05289474  0.03756081 -0.08031222 ...,  0.08100001 -0.028       0.066     ]","[ 0.24608641  0.19953724  0.14007448 ..., -0.073       0.021      -0.134     ]","[ 0.32597113  0.00803673 -0.34409267 ...,  0.007       0.016       0.09099999]","[-0.09901168 -0.21095642 -0.03053547 ...,  0.03500001 -0.035      -0.172     ]","[ 0.06900436 -0.37257944 -0.08200996 ..., -0.03500002 -0.006       0.06100002]","[-0.03346849  0.01203571  0.30060515 ...,  0.018      -0.014      -0.168     ]","[ 0.09132041  0.34821616  0.21268863 ...,  0.082       0.054      -0.13      ]","[-0.23004404  0.24031445  0.03556373 ...,  0.03800001 -0.042       0.015     ]","[ 0.08316291  0.10404302  0.06498901 ..., -0.027      -0.035       0.027     ]"
"[-0.01070789 -0.32417845  0.17768039 ...,  0.05000001 -0.066      -0.03699997]","[ 0.05389474  0.03956081 -0.07831222 ...,  0.08000001 -0.028       0.067     ]","[ 0.24708641  0.20053724  0.14107448 ..., -0.074       0.022      -0.135     ]","[ 0.32547113  0.00653673 -0.34259267 ...,  0.0075      0.0165      0.09149999]","[-0.09601168 -0.20695642 -0.03453547 ...,  0.03400001 -0.039      -0.173     ]","[ 0.07100436 -0.37357944 -0.08100996 ..., -0.03700002 -0.007       0.06300002]","[-0.03446849  0.01303571  0.30160515 ...,  0.017      -0.014      -0.17      ]","[ 0.09132041  0.34721618  0.20968864 ...,  0.08        0.057      -0.128     ]","[-0.23054404  0.24081445  0.03506373 ...,  0.03750001 -0.0415      0.0145    ]","[ 0.08116291  0.10504302  0.06398901 ..., -0.027      -0.037       0.027     ]"
"[-0.01270789 -0.32617845  0.17868039 ...,  0.04600001 -0.065      -0.03899997]","[ 0.05089474  0.03756081 -0.08131221 ...,  0.07800003 -0.025       0.066     ]","[ 0.24808641  0.20053724  0.14307448 ..., -0.076       0.027      -0.14      ]","[ 0.32297113  0.00703673 -0.34009267 ...,  0.006       0.014       0.09399999]","[-0.09501168 -0.20595642 -0.03453547 ...,  0.03300001 -0.041      -0.172     ]","[ 0.07300436 -0.37257944 -0.07900996 ..., -0.03900002 -0.007       0.06600002]","[-0.03446849  0.01503571  0.30560515 ...,  0.014      -0.017      -0.174     ]","[ 0.09432041  0.34821618  0.20668864 ...,  0.077       0.062      -0.125     ]","[-0.22504404  0.24031445  0.03556373 ...,  0.03300001 -0.045       0.01      ]","[ 0.08316291  0.10204302  0.06698901 ..., -0.029      -0.034       0.028     ]"
"[-0.01270789 -0.32617845  0.17968039 ...,  0.04500001 -0.064      -0.03899997]","[ 0.04989474  0.03756081 -0.08131222 ...,  0.07700003 -0.028       0.064     ]","[ 0.25058641  0.19903724  0.14357448 ..., -0.07450001  0.0315     -0.1445    ]","[ 0.32497113  0.00303674 -0.34009267 ...,  0.005       0.012       0.09599999]","[-0.09401168 -0.20295642 -0.03353547 ...,  0.02900001 -0.043      -0.175     ]","[ 0.07400436 -0.37057944 -0.07800996 ..., -0.03900002 -0.008       0.06800002]","[-0.03296849  0.01553571  0.30510515 ...,  0.0135     -0.0175     -0.1755    ]","[ 0.09582041  0.34871618  0.20518864 ...,  0.0775      0.0625     -0.1245    ]","[-0.22204404  0.24131445  0.03456373 ...,  0.03000001 -0.047       0.009     ]","[ 0.08616291  0.09804302  0.07198901 ..., -0.031      -0.033       0.03      ]"
"[-0.01470789 -0.32417845  0.18368039 ...,  0.04200001 -0.066      -0.04099997]","[ 0.05039474  0.03806081 -0.08081222 ...,  0.07650003 -0.0295      0.0645    ]","[ 0.25208641  0.19753724  0.14207448 ..., -0.07300001  0.033      -0.143     ]","[ 0.32497113  0.00203674 -0.34109267 ...,  0.004       0.011       0.09899999]","[-0.09101168 -0.19995642 -0.03453547 ...,  0.02500001 -0.045      -0.177     ]","[ 0.07450436 -0.37107944 -0.07750996 ..., -0.03950002 -0.0085      0.06850002]","[-0.03346849  0.01503571  0.30460515 ...,  0.013      -0.02       -0.174     ]","[ 0.09732041  0.35121618  0.20268864 ...,  0.075       0.063      -0.125     ]","[-0.22304404  0.24231445  0.03356373 ...,  0.03100001 -0.048       0.01      ]","[ 0.08566291  0.09754302  0.07348901 ..., -0.0325     -0.0325      0.0305    ]"
"[-0.01570789 -0.32317845  0.18468039 ...,  0.03900001 -0.07       -0.04399997]","[ 0.04889474  0.03456081 -0.07931224 ...,  0.08000003 -0.034       0.067     ]","[ 0.25208641  0.19653724  0.14007448 ..., -0.07100001  0.036      -0.143     ]","[  3.26971134e-01   3.67370451e-05  -3.43092674e-01 ...,   2.99999532e-03
   1.20000001e-02   9.89999944e-02]","[-0.08951168 -0.20045641 -0.03503547 ...,  0.02550001 -0.0445     -0.1765    ]","[ 0.07700436 -0.36757944 -0.07600996 ..., -0.04100002 -0.006       0.06700002]","[-0.03146849  0.01803571  0.30560515 ...,  0.011      -0.022      -0.172     ]","[ 0.09932041  0.35321618  0.20068864 ...,  0.075       0.067      -0.123     ]","[-0.22504404  0.24231445  0.03156373 ...,  0.03400001 -0.049       0.009     ]","[ 0.08766291  0.09854302  0.07248901 ..., -0.0305     -0.0345      0.0325    ]"
"[-0.01520789 -0.32267845  0.18518039 ...,  0.03850001 -0.0705     -0.04449997]","[ 0.04539474  0.03106081 -0.08181224 ...,  0.08350003 -0.0385      0.0675    ]","[ 0.25408641  0.19553724  0.14007448 ..., -0.07400001  0.039      -0.14      ]","[ 0.32897113 -0.00096326 -0.34609267 ...,  0.002       0.013       0.09699999]","[-0.09001168 -0.19795641 -0.03253547 ...,  0.02300001 -0.044      -0.173     ]","[ 0.07900436 -0.36957944 -0.07700996 ..., -0.04200002 -0.001       0.06500002]","[-0.03046849  0.02003571  0.30660515 ...,  0.009      -0.024      -0.173     ]","[ 0.10032041  0.35521618  0.20068864 ...,  0.074       0.068      -0.123     ]","[-0.22654404  0.24381445  0.03106373 ...,  0.03550001 -0.0525      0.0085    ]","[ 0.08816291  0.09604302  0.07498901 ..., -0.033      -0.036       0.033     ]"
"[-0.01370789 -0.32117845  0.18568039 ...,  0.03900001 -0.076      -0.04799997]","[ 0.04389474  0.03056081 -0.08231224 ...,  0.08200003 -0.04        0.069     ]","[ 0.25308641  0.19753724  0.14207448 ..., -0.07600001  0.04       -0.138     ]","[ 0.33097113 -0.00296326 -0.34709267 ...,  0.003       0.016       0.09999999]","[-0.08801168 -0.19395641 -0.03053547 ...,  0.02000001 -0.043      -0.172     ]","[ 0.07900436 -0.36957944 -0.07600996 ..., -0.04200002 -0.002       0.06400002]","[-0.02646849  0.02203571  0.30660515 ...,  0.01       -0.026      -0.176     ]","[ 0.1013204   0.35821618  0.19768864 ...,  0.075       0.065      -0.119     ]","[-0.22504404  0.24531445  0.03156373 ...,  0.03700001 -0.053       0.009     ]","[ 0.08716291  0.09304302  0.07798901 ..., -0.035      -0.039       0.037     ]"
